familia,collection,subcollection,category_type,sku,name,dimensions,price_usd,barcode,precio_cop,foto,foto_en_disco
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT110010170B00000000,BREAD PLATE,"D 6,69 in | H 0,98 in | Wgt: 0,55 lb",35,685077010024,385000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT110010210B00000000,DESSERT PLATE,"D 8,27 in | H 1,1 in | Wgt: 0,84 lb",55,685077061941,605000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT110010265B00000000,DINNER PLATE,"D 10,43 in | H 1,34 in | Wgt: 1,32 lb",65,685077061927,715000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT210010240B00000000,SOUP PLATE,"D 9,45 in | H 1,73 in | C 10,08 fl.oz | Wgt: 1,06 lb",55,685077061934,605000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT210010280B00000000,SOUP PLATE,"D 11,18 in | H 2,13 in | Wgt: 1,46 lb",85,685077082465,935000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT110010310B00000000,CHARGER PLATE,"D 12,2 in | H 0,98 in | Wgt: 2,2 lb",100,685077037458,1100000,,
Bandejas y platos ovalos,ANTICO DOCCIA,,BIANCO,003RG00 FRV000010220B00000000,PICKLE DISH,"H 1,38 in | W 8,86 in | Wgt: 0,75 lb",80,685077015111,880000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT12001021XB00000000,SQUARED PLATE,"H 0,75 in | W 8,46 in | Wgt: 1,28 lb",55,685077504776,605000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT12001026XB00000000,SQUARED PLATE,"H 0,71 in | W 10,55 in | Wgt: 1,82 lb",75,685077504813,825000,,
Bandejas y platos ovalos,ANTICO DOCCIA,,BIANCO,003RG00 FVS130010340B00000000,PLATTER,"H 1,77 in | W 13,39 in | Wgt: 2,28 lb",145,685077011779,1595000,,
Bandejas y platos ovalos,ANTICO DOCCIA,,BIANCO,003RG00 FVS210010310B00000000,PLATTER,"D 12,2 in | H 1,77 in | Wgt: 2,65 lb",110,685077004900,1210000,,
Bandejas y platos ovalos,ANTICO DOCCIA,,BIANCO,003RG00 FVS130010385B00000000,PLATTER,"H 1,69 in | W 15,16 in | Wgt: 3,75 lb",165,685077005419,1815000,,
"Bowls, ensaldera y fruteras",ANTICO DOCCIA,,BIANCO,003RG00 FCP030010260B00000000,RICE BOWL,"D 4,06 in | H 2,48 in | C 8,79 fl.oz | Wgt: 0,22 lb",30,685077486140,330000,,
"Bowls, ensaldera y fruteras",ANTICO DOCCIA,,BIANCO,003RG00 FCP000010150B00000000,FRUIT BOWL,"D 5,75 in | H 1,54 in | Wgt: 0,42 lb",35,685077061743,385000,,
"Bowls, ensaldera y fruteras",ANTICO DOCCIA,,BIANCO,003RG00 FCP000010175B00000000,FRUIT BOWL,"D 6,89 in | H 1,34 in | C 13,96 fl.oz | Wgt: 0,57 lb",35,685077029033,385000,,
"Bowls, ensaldera y fruteras",ANTICO DOCCIA,,BIANCO,003RG00 FIN020010170B00000000,BOWL,"D 6,77 in | H 2,72 in | C 29,62 fl.oz | Wgt: 0,98 lb",75,685077488267,825000,,
"Bowls, ensaldera y fruteras",ANTICO DOCCIA,,BIANCO,003RG00 FIN030010250B00000000,SALAD BOWL,"D 10,04 in | H 3,78 in | Wgt: 2,2 lb",270,685077000582,2970000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FTZ301010120B00000000,ESPRESSO CUP,"D 2,8 in | H 2,2 in | C 4,06 fl.oz | Wgt: 0,2 lb",35,685077061330,385000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FPT301010135B00000000,ESPRESSO SAUCER,"D 5,12 in | H 0,83 in | Wgt: 0,3 lb",30,685077310674,330000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FTZ401010220B00000000,TEA CUP,"D 3,7 in | H 2,24 in | C 7,44 fl.oz | Wgt: 0,24 lb",45,685077035270,495000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FPT401010150B00000000,TEA SAUCER,"D 5,91 in | H 0,94 in | Wgt: 0,33 lb",30,685077061354,330000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FTZ501010260B00000000,BREAKFAST CUP,"D 4,06 in | H 2,48 in | C 8,79 fl.oz | Wgt: 0,33 lb",45,685077062016,495000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FPT501010165B00000000,BREAKFAST PLATE,"D 6,5 in | H 0,98 in | Wgt: 0,43 lb",35,685077062023,385000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FTZ700010400B00000000,MUG,"D 3,94 in | H 3,86 in | C 13,53 fl.oz | Wgt: 0,49 lb",65,685077314146,715000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FTE400010068B00000000,TEAPOT WITH COVER,"D 4,72 in | H 5,71 in | C 22,99 fl.oz | Wgt: 1,3 lb",325,685077011809,3575000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FTE400010109B00000000,TEAPOT WITH COVER,"D 5,55 in | H 6,73 in | C 36,86 fl.oz | Wgt: 1,6 lb",380,685077015128,4180000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FCF300010077B00000000,COFFEE POT WITH COVER,"D 5,08 in | H 7,24 in | C 26,04 fl.oz | Wgt: 1,04 lb",300,685077024496,3300000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FLT000010270B00000000,MILK JUG,"D 3,31 in | H 4,41 in | C 9,13 fl.oz | Wgt: 0,44 lb",145,685077000612,1595000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FLT000010405B00000000,MILK JUG,"D 3,9 in | H 5,16 in | C 13,69 fl.oz | Wgt: 0,62 lb",185,685077012837,2035000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FZU000010270B00000000,SUGAR BOWL,"D 3,94 in | H 3,94 in | C 9,13 fl.oz | Wgt: 0,53 lb",245,685077000711,2695000,,
Té y café y contenedor para azúcar,ANTICO DOCCIA,,BIANCO,003RG00 FZU000010475B00000000,SUGAR BOWL,"D 4,53 in | H 4,49 in | C 16,06 fl.oz | Wgt: 0,86 lb",275,685077032330,3025000,,
Platos,ANTICO DOCCIA,,BIANCO,003RG00 FCT910010305B00000000,CAKE PLATE,"H 0,94 in | W 13,39 in | Wgt: 2,12 lb",185,685077010321,2035000,,
Complementos,ANTICO DOCCIA,,BIANCO,003RG00 FCT300010220B00000000,FRUIT STAND,"D 8,7 in | H 3,94 in | Wgt: 1,43 lb",305,685077012967,3355000,,
Complementos,ANTICO DOCCIA,,BIANCO,003RG00 FZP030010385B00000000,TUREEN,"D 10,83 in | H 8,7 in | C 130,18 fl.oz | Wgt: 4,77 lb",690,685077012608,7590000,,
Platos,ARIA,,BIANCO,178RG00 FPT110010160B00000000,GOURMET PLATE,"D 6,3 in | H 0,67 in | Wgt: 0,49 lb",40,685077881570,440000,,
Platos,ARIA,,BIANCO,178RG00 FPT110010240B00000000,FLAT PLATE,"D 9,45 in | H 0,53 in | Wgt: 1,18 lb",50,685077881594,550000,,
Platos,ARIA,,BIANCO,178RG00 FPT110010270B00000000,FLAT PLATE,"D 10,71 in | H 0,85 in | Wgt: 1,72 lb",60,685077899001,660000,,
Platos,ARIA,,BIANCO,178RG00 FPT110010310B00000000,SHOW PLATE,"D 12,2 in | H 0,65 in | Wgt: 2,42 lb",75,685077881556,825000,,
"Bowls, ensaldera y fruteras",ARIA,,BIANCO,178RG00 FCP000010170B00000000,BOWL,"D 6,69 in | H 2,09 in | C 14,37 fl.oz | Wgt: 0,69 lb",45,685077881631,495000,,
Platos,ARIA,,BIANCO,178RG00 FPT210010250B00000000,DEEP PLATE,"D 9,84 in | H 1,46 in | C 17,55 fl.oz | Wgt: 1,18 lb",50,685077881617,550000,,
Platos,ARIA,,BIANCO,178RG00 FPT210010290B00000000,DEEP PLATE,"D 11,42 in | H 2,17 in | C 25,33 fl.oz | Wgt: 1,87 lb",70,685077901063,770000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT110010175B00000000,BREAD PLATE,"D 6,89 in | H 0,91 in | Wgt: 0,43 lb",45,685077062542,495000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT110010215B00000000,DESSERT PLATE,"D 8,46 in | H 1,02 in | Wgt: 0,81 lb",60,685077061804,660000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT110010260B00000000,DINNER PLATE,"D 10,24 in | H 1,46 in | Wgt: 1,26 lb",75,685077037083,825000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT210010205B00000000,SOUP PLATE,"D 8,07 in | H 1,69 in | Wgt: 0,69 lb",55,685077011182,605000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT210010210B00000000,SOUP PLATE,"D 8,27 in | H 1,81 in | C 22,99 fl.oz | Wgt: 0,94 lb",80,685077080430,880000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FCP200010175B00000000,PASTA BOWL,"D 6,69 in | H 2,99 in | Wgt: 0,99 lb",130,685077004184,1430000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT210010240B00000000,SOUP PLATE,"D 9,45 in | H 1,61 in | C 7,78 fl.oz | Wgt: 1,03 lb",75,685077061798,825000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT210010280B00000000,PASTA PLATE,"D 11,02 in | H 2,17 in | Wgt: 1,62 lb",100,685077260481,1100000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FPT110010310B00000000,CHARGER PLATE,"D 12,2 in | Wgt: 2,57 lb",110,685077116870,1210000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FPT12001010XB00000000,SQUARED PLATTER,"H 0,67 in | W 4,02 in | Wgt: 0,24 lb",70,685077188259,770000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FPT12001015XB00000000,SQUARED PLATTER,"H 0,67 in | W 6,1 in | Wgt: 0,71 lb",75,685077188921,825000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FPT12001021XB00000000,SQUARED PLATTER,"H 0,91 in | W 8,31 in | Wgt: 1,23 lb",95,685077085756,1045000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FPT12001027XB00000000,SQUARED PLATTER,"H 1,02 in | W 10,79 in | Wgt: 2,07 lb",125,685077085763,1375000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FPT12001030XB00000000,SQUARED PLATTER,"H 1,26 in | W 11,81 in | Wgt: 3,39 lb",230,685077033597,2530000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,017RG02 FG5254010280B00000000,OVAL FLUTED TRAY,"W 11,02 in |",110,685077042964,1210000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FRV030010245B00000000,PICKLE DISH,"H 1,89 in | W 9,96 in | Wgt: 0,66 lb",90,685077018709,990000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FRV000010230B00000000,PICKLE DISH,"H 1,26 in | W 9,06 in | Wgt: 0,71 lb",80,685077061774,880000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FVS1400115X8B00000000,RECTANGULAR PLATTER,"W 5,91 in | Wgt: 0,36 lb",65,685077297715,715000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FVS1400128XB00000000,RECTANGULAR PLATTER,"W 11,02 in | Wgt: 1,01 lb",165,685077042070,1815000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FVS130010330B00000000,PLATTER,"H 1,85 in | W 12,99 in | Wgt: 2,12 lb",190,685077000650,2090000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FPT110010330B00000000,ROUND PLATTER,"D 12,99 in | H 1,85 in | Wgt: 3,09 lb",190,685077000063,2090000,,
Bandejas y platos ovalos,VECCHIO GINORI,,BIANCO,002RG00 FVS130010415B00000000,PLATTER,"H 2,24 in | W 16,34 in | Wgt: 3,42 lb",320,685077006447,3520000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FCP000010150B00000000,BOWL,"D 5,91 in | H 1,65 in | Wgt: 0,34 lb",45,685077027732,495000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FCP000010160B00000000,BOWL,"D 6,3 in | H 2,17 in | Wgt: 0,65 lb",45,685077022263,495000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FCP030010120B00000000,RICE BOWL,"D 4,17 in | H 1,89 in | Wgt: 0,32 lb",40,685077072022,440000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FCT90001GENB00000000,SALAD PLATE,"H 0,94 in | W 9,06 in | Wgt: 0,77 lb",115,685077061835,1265000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FCP2200120XB00000000,SALAD BOWL,"H 2,68 in | W 7,87 in | Wgt: 1,74 lb",115,685077069381,1265000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FIN000010250B00000000,SALAD BOWL,"D 9,76 in | H 3,39 in | Wgt: 2,18 lb",215,685077015418,2365000,,
"Bowls, ensaldera y fruteras",VECCHIO GINORI,,BIANCO,002RG00 FIN0210125XB00000000,SALAD BOWL,"H 4,25 in | W 9,76 in | Wgt: 2,53 lb",295,685077000094,3245000,,
Complementos,VECCHIO GINORI,,BIANCO,002RG00 FCO061010050B00000000,SMALL PORCELAIN GLASS,"D 2,13 in | H 1,57 in | C 1,69 fl.oz | Wgt: 0,09 lb",25,685077064249,275000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ301010125B00000000,ESPRESSO CUP,"D 2,52 in | H 2,44 in | C 4,23 fl.oz | Wgt: 0,14 lb",50,685077063280,550000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ301010200B00000000,COFFEE CUP,"D 3,11 in | H 2,91 in | C 6,76 fl.oz | Wgt: 0,21 lb",60,685077045118,660000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FPT301010130B00000000,ESPRESSO SAUCER,"D 5,04 in | H 0,75 in | Wgt: 0,26 lb",30,685077063297,330000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FPT301010150B00000000,ESPRESSO SAUCER,"D 5,87 in | H 0,79 in | Wgt: 0,36 lb",35,685077011908,385000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ401010240B00000000,TEA CUP,"D 3,74 in | H 2,2 in | C 8,12 fl.oz | Wgt: 0,21 lb",55,685077063303,605000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FPT401010150B00000000,TEA SAUCER,"D 5,87 in | H 0,79 in | Wgt: 0,36 lb",35,685077063310,385000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ601010305B00000000,SOUP CUP,"D 3,7 in | H 2,2 in | C 10,31 fl.oz | Wgt: 0,29 lb",65,685077061842,715000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ501010440B00000000,BREAKFAST CUP,"D 4,57 in | H 2,6 in | C 11,97 fl.oz | Wgt: 0,43 lb",65,685077296466,715000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FPT501010180B00000000,SOUP / BREAKFAST CUP SAUCER,"D 6,93 in | H 1,02 in | Wgt: 0,56 lb",45,685077061859,495000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ701010350B00000000,MUG,"D 3,86 in | H 3,74 in | C 11,83 fl.oz | Wgt: 0,4 lb",75,685077021495,825000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTZ701010400B00000000,MUG,"D 3,58 in | H 4,65 in | C 13,53 fl.oz | Wgt: 0,58 lb",85,685077024809,935000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTE400010031B00000000,TEAPOT WITH COVER,"D 4,76 in | H 4,49 in | C 10,48 fl.oz | Wgt: 0,6 lb",330,685077000131,3630000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FTE400010087B00000000,TEAPOT WITH COVER,"D 6,57 in | H 6,18 in | C 29,42 fl.oz | Wgt: 1,44 lb",355,685077000520,3905000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FCF300010087B00000000,COFFEE POT WITH COVER,"D 6,93 in | H 7,4 in | C 29,42 fl.oz | Wgt: 1,36 lb",355,685077000513,3905000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FLT000010115B00000000,MILK JUG,"D 2,52 in | H 3,5 in | C 3,89 fl.oz | Wgt: 0,22 lb",210,685077006676,2310000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FLT000010230B00000000,MILK JUG,"D 3,19 in | H 5,12 in | C 7,78 fl.oz | Wgt: 0,35 lb",210,685077003439,2310000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FZU000010300B00000000,SUGAR BOWL,"D 3,86 in | H 4,72 in | C 10,14 fl.oz | Wgt: 0,62 lb",280,685077010383,3080000,,
Té y café y contenedor para azúcar,VECCHIO GINORI,,BIANCO,002RG00 FZU000010490B00000000,SUGAR BOWL,"D 4,41 in | H 5,39 in | C 16,57 fl.oz | Wgt: 0,79 lb",305,685077006379,3355000,,
Platos,VECCHIO GINORI,,BIANCO,002RG00 FCT910010305B00000000,CAKE PLATE,"H 1,38 in | W 13,54 in | Wgt: 2,2 lb",210,685077008236,2310000,,
Complementos,VECCHIO GINORI,,BIANCO,002RG00 FCT300010260B00000000,FRUIT STAND,"D 10,24 in | H 6,3 in | Wgt: 2,5 lb",300,685077008960,3300000,,
Complementos,VECCHIO GINORI,,BIANCO,002RG00 FCT13001GENB00000000,GRAVY BOAT,"D 5,59 in | H 3,7 in | Wgt: 1,39 lb",275,685077000100,3025000,,
Complementos,VECCHIO GINORI,,BIANCO,002RG00 FZP000010317B00000000,TUREEN,"D 10,94 in | H 7,87 in | C 107,19 fl.oz | Wgt: 4,77 lb",665,685077000087,7315000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010160G00125600,BREAD PLATE,"D 6,3 in | H 0,79 in | Wgt: 0,36 lb",125,685077252196,1375000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010220G00125600,DESSERT PLATE,"D 8,66 in | H 0,96 in | Wgt: 0,76 lb",135,685077252202,1485000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010280G00125600,DINNER PLATE,"D 11,02 in | H 1,1 in | Wgt: 1,87 lb",185,685077252226,2035000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT210010245G00125600,SOUP PLATE,"D 9,65 in | H 1,61 in | C 9,26 fl.oz | Wgt: 1,01 lb",185,685077252219,2035000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,044RG00 FPT100010310G00125600,CHARGER PLATE,"D 12,2 in | H 1,02 in | Wgt: 2,43 lb",225,685077257870,2475000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FRV000010235G00125600,PICKLE DISH,"H 1,34 in | W 9,37 in | Wgt: 0,65 lb",285,685077252295,3135000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010305G00125600,ROUND PLATTER,"D 12,01 in | H 1,57 in | Wgt: 2,16 lb",220,685077252233,2420000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FVS130010340G00125600,PLATTER,"H 1,57 in | W 13,39 in | Wgt: 2,43 lb",420,685077252240,4620000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FVS130010400G00125600,PLATTER,"H 2,01 in | W 16,06 in | Wgt: 3,38 lb",480,685077747166,5280000,,
"Bowls, ensaldera y fruteras",CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FCP000010140G00125600,FRUIT BOWL,"D 5,51 in | H 1,57 in | Wgt: 0,33 lb",125,685077252301,1375000,,
"Bowls, ensaldera y fruteras",CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FIN000010265G00125600,SALAD BOWL,"D 10,43 in | H 3,78 in | Wgt: 2,87 lb",475,685077252288,5225000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FTZ301010800G00125600,ESPRESSO CUP,"D 2,05 in | H 2,13 in | C 2,71 fl.oz | Wgt: 0,14 lb",165,685077255241,1815000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT301010110G00125600,ESPRESSO SAUCER,"D 4,33 in | H 0,98 in | Wgt: 0,18 lb",100,685077255296,1100000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FTZ401010220G00125600,TEA CUP,"D 3,23 in | H 2,28 in | C 7,44 fl.oz | Wgt: 0,26 lb",180,685077255234,1980000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT401010135G00125600,TEA SAUCER,"D 5,24 in | H 0,98 in | Wgt: 0,33 lb",120,685077255302,1320000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FTZ701010400G00125600,MUG,"D 3,15 in | H 3,94 in | C 12,34 fl.oz | Wgt: 0,52 lb",180,685077346833,1980000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FTE400010900G00125600,TEAPOT,"D 5,2 in | H 6,06 in | C 30,43 fl.oz | Wgt: 1,31 lb",560,685077748804,6160000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FLT000010135G00125600,MILK JUG,"D 2,56 in | H 3,5 in | C 4,56 fl.oz | Wgt: 0,29 lb",250,685077262553,2750000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FZU000010150G00125600,SUGAR BOWL,"D 3,15 in | H 2,95 in | C 5,07 fl.oz | Wgt: 0,33 lb",390,685077262713,4290000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FZP030010400G00125600,TUREEN,"D 12,48 in | H 7,95 in | C 135,25 fl.oz | Wgt: 4,52 lb",1425,685077252257,15675000,,
"Bowls, ensaldera y fruteras",CATENE,CATENE ZAFFIRO,DECORATO A MANO,020RG00 FG649901G00125600,BOWL,"D 8,46 in | H 4,53 in | C 65,94 fl.oz | Wgt: 1,96 lb",805,685077257672,8855000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,017RG02 FG6838010150G00125600,VIDE POCHE RECTANGULAR,"H 1,26 in | W 7,48 in | Wgt: 0,45 lb",345,685077265011,3795000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,017RG02 FG6837010180G00125600,SQUARED VIDE POCHE,"H 1,26 in | W 7,09 in | Wgt: 0,6 lb",340,685077264847,3740000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,172RG01 FCP2200113XG00125600,VIDE POCHE SQUARED,"H 1,73 in | W 5,31 in | Wgt: 0,63 lb",165,685077739475,1815000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,017RG02 FG6836010245G00125600,VIDE POCHE SQUARED,"H 1,38 in | W 9,65 in | Wgt: 1,98 lb",370,685077264724,4070000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,172RG01 FVS1210130XG00125600,VIDE POCHE SQUARED,"H 0,91 in | W 12,17 in | Wgt: 3,09 lb",365,685077739437,4015000,,
Complementos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,017RG02 FX508001G00125600,ROUND BOX,"D 5,2 in | H 2,09 in | Wgt: 0,85 lb",230,685077739512,2530000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010160G00125700,BREAD PLATE,"D 6,3 in | H 0,79 in | Wgt: 0,36 lb",125,685077252424,1375000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010220G00125700,DESSERT PLATE,"D 8,66 in | H 0,96 in | Wgt: 0,76 lb",135,685077252431,1485000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010280G00125700,DINNER PLATE,"D 11,02 in | H 1,1 in | Wgt: 1,87 lb",185,685077252455,2035000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT210010245G00125700,SOUP PLATE,"D 9,65 in | H 1,61 in | C 9,26 fl.oz | Wgt: 1,01 lb",185,685077252448,2035000,,
Platos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,044RG00 FPT100010310G00125700,CHARGER PLATE,"D 12,2 in | H 1,02 in | Wgt: 2,43 lb",225,685077258099,2475000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FRV000010235G00125700,PICKLE DISH,"H 1,34 in | W 9,37 in | Wgt: 0,65 lb",285,685077252523,3135000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT110010305G00125700,ROUND PLATTER,"D 12,01 in | H 1,57 in | Wgt: 2,16 lb",220,685077252462,2420000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FVS130010340G00125700,PLATTER,"H 1,57 in | W 13,39 in | Wgt: 2,43 lb",420,685077252479,4620000,,
Bandejas y platos ovalos,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FVS130010400G00125700,OVAL PLATTER,"H 2,01 in | W 16,06 in | Wgt: 3,38 lb",480,685077747173,5280000,,
"Bowls, ensaldera y fruteras",CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FCP000010140G00125700,FRUIT BOWL,"D 5,51 in | H 1,57 in | Wgt: 0,33 lb",125,685077252530,1375000,,
"Bowls, ensaldera y fruteras",CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FIN000010265G00125700,SALAD BOWL,"D 10,43 in | H 3,78 in | Wgt: 2,87 lb",475,685077252516,5225000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FTZ301010800G00125700,ESPRESSO CUP,"D 2,05 in | H 2,13 in | C 2,71 fl.oz | Wgt: 0,14 lb",165,685077254459,1815000,,
Té y café y contenedor para azúcar,CATENE,CATENE ZAFFIRO,DECORATO A MANO,004RG00 FPT301010110G00125700,ESPRESSO SAUCER,"D 4,33 in | H 0,98 in | Wgt: 0,18 lb",100,685077254466,1100000,,
